address,balance,ens
0x711281C1b26AaEd86E40e4cAaf76c1962B45E161,22.181704345350268362,notbitlord.eth
0x535F1fcDd9C5001d847b2e7ef579d6e4AB6f860B,6.302174919512582527,1vs9.eth
0x57ED453A2a266Da06461821bA31F62af3F62c8c2,0.996353446095266245,midcurvetrading.eth
0x0bf5B319A6a683f1DD942edcCaC40eE51Ed0f5aa,0.272646700458286954,apecalls.eth
0xf3Fbb2c0A711529eF9b81fE59a5Ef5b8f1E0eB27,0.16972223318061746,zipperhead.eth
0x99A28F70458d4E25b00D4974dC6729d329c16C87,0.134521003096485902,cedcrypto.eth
0x4Bf2120F90Feff1E1f443Ad07E542CA6b2F30105,0.0343142558957267,wantgold.eth
0x66E2C39E0e5B947f8294f7C51A426DA135840A40,0.026258050277387356,idontneedsexthegovernmentfucksmeeveryday.eth
0x9752669AbD5B7c5a3224bF9a3049d7961d25031A,0.026056801604357792,cjh.eth
0xd4718ff0d2E6918f69bAd78d6DEb667329C5D959,0.009848744833082329,paulbot1.eth
0xE3109c679EeCe43Cb47f3e4C6c152268d4556469,0.006959424416585626,pepe69b.eth
0xEAfC93B48d9e8947fDc30f05D5b9a0772B71fe6F,0.0061156849187278,mcavallo.eth
0xc1C36454110028C7E7b99Ac4CB96DfA23ade5a0F,0.000499994576603915,an0n1.eth
0x4275d955CD8885eA3d2eA3d74B0cC740418e31cc,0.000283881534762,profitorder.eth
0xd190FE8a83b081eA56F5731E6C231892e652bDCA,11.157681864442931469,
0x71dbC801dE38857618601a26EA059C85A9c520F3,6.622369257952790046,
0x432742c4804E234Fca933a1c5E3429DB01961475,5.168226547360018034,
0x0dA492cD26580D9bf9EFb2A57E511ad9C8704895,2.618268747959266805,
0xd4f744Bb33cc35Bd7332e5ef44CA3E5dE4270f24,1.439810608387746614,
0x9E2f7f13D9fE04357939A73Edf2101Aa52821e37,1.206385444671540999,
0x573F4F80a9a02fd12A442a3D112dc0faB63AD75b,0.615414378708475286,
0xE6d9AF2AED9BA455bBe082D63f01491402c8eA88,0.528090581355413489,
0x7A92bdaFb42d321b6bEbbE98e19A02D23D35B576,0.441545827428800511,
0x14978bff9E6f1fc0320C477f420ADB3d97F4891A,0.368226560873303684,
0xB785bC3183d55A6cD0Df8F1155574dC44df6eD92,0.293621795393469283,
0xf834d49c27716dc0D67917a53913a601e2617120,0.275853610372191866,
0xF09039DE335684FF8A8c87A1459e4C79e88DDd49,0.254747139599543692,
0x96ADf751C1B197a592FBd1bf6C4850bF0f4526C2,0.238324300397032654,
0x6f3f566259fC88258A7A563dFa03621DF7053d45,0.198388986718130188,
0x045e6833Fa2B7BBd1a6cfc3CC2630A6e20Ff9E87,0.192698237946530491,
0xf53A4856db59B289DeBA05A44Ca83E94Ac3Cc90A,0.161092425739867696,
