0x0b8F4C4E7626A91460dac057eB43e0de59d5b44F,1044.773474901886552888,artchick.eth

0xae2Fc483527B8EF99EB5D9B44875F005ba1FaE13,103.101568698553021481,jaredfromsubway.eth

0x9bADAE7A4A9030D094b799f13B306d2F462F9be9,51.846223180003245976,sprotogremlin945.eth

0x9ABDe6fAe4c59D730A73142542d9a908BD291644,51.643901416016492762,toxic.eth

0x127bBc2904Dbb53Cf601782fC12fa4fD633394E4,38.119326650723614144,shillus.eth

0xaDb207914E98A7f54a7a212519d6900eA0e74C4C,29.915185956496509647,4c4c.eth

0x974665201d5195c6CeB998d1C4c7e70aF0cF5247,17.899134771214628586,sculptural.eth

0x1A5B87FF2e576B0A4605206c262A3D793BaB725a,14.13431003481999155,occamsrazor.eth

0x6e79af12a760fa8261CB069d650e2Da4F7dE9efE,10.168659255128960391,bndt.eth

0x9cf10b6A7BE9739016dc2d3a3645D0F35e6e64DD,9.026324052450570203,jeet2.eth

0x9c0868A6b96ecAc9D48584b0bE0944fefD268496,8.924381972739254558,tulch.eth

0xfd22e70cB42a0fa315C82e0Aa95A6Dc19f8B4934,8.775219334108582386,judgementday.eth

0x35aA3f733958b7416669303945093C98819F77A6,8.627585504800022516,herotruck.eth

0x9e9C0431eAfE5addF548baCFEa974cCB550DAd45,8.23842325432694886,545474.eth

0xe031e226e642C23Af9EEeeD18D5Ff3037d4C18Da,7.55368808619694141,degenoor.eth
