address,balance,ens
0xae2Fc483527B8EF99EB5D9B44875F005ba1FaE13,116.197533411186800191,jaredfromsubway.eth
0xc147689945F32dC4CF081dd77d74902B9042e97f,1.714881861793167317,xto1billion.eth
0x44f76a99bCC9Faf4F97507a61d5a96CDAd4CBdB3,0.294686757151826767,kryptoshaman.eth
0x408b0903A56e6B7b19078F06A8F6caF88A8Cc72B,0.063865291704445899,fritten.eth
0x4eB8E6C68864E0d7D548b6C42412235428204529,0.044205079682014604,mikemere.eth
0x1065579C4343b51bD0E8C4AD0a152936CE1A386F,0.031745801266094845,lucidpepe.eth
0x243D8262c1A7973EdA3aee3BD9B785006b1E5019,0.026614262261629576,makavelikebab.eth
0x9Ee498513B382ccE8be6586F1Eb617799eF27073,0.021869171599988104,magewild.eth
0x72B813FA4F0f206845f9dEC27e5DF055c81868d6,0.003436854850752715,daddypepe.eth
0x383262c84E680378c436B2A42B0C227d7D9B908A,0.001571637914344335,bluechippoet.eth
0x708F9144a8754A88e07493a1718Fcc9ECA3115E2,0.000160603924189306,laemchabang.eth
0xA25e107CF75474Bd42FA3Dad32C7712Fcff6b821,0,hairyarse.eth
0x36209FD925f337e75e11322e7a94cf51505E4a73,19.909913095517737353,
0x77ad3a15b78101883AF36aD4A875e17c86AC65d1,13.931124006722442403,
0x78d92D7532fDF232105d3593613196c57b3787d5,9.835411379001404843,
0x5EdE3736487AB34D28781C079d34c1309Df951c1,8.738392360343677005,
0x2897c071C7F4645277126779a97d244486c95Cb3,7.870277223632380063,
0x8C23A8D17F10943B6297585957faf7Da63465685,6.803297008997748706,
0x07470c1967c52dc5B863195943Ab9B4168dA2533,6.287419309702266602,
0x32D94d3e3750f02c6502663927513bed09feE77A,6.059392719202146361,
0x44382a8c5e80C2B574b24Ba796d748f4386D26E0,4.241747064445793991,
0x467C3b4dDD7DBf56E2ae9A87aa210e0731A85253,4.090909337671669397,
0x9859485C6f6cfE21ed5Be143051725d114A8A721,3.470612090622596808,
0xA32E747fA0548935dadFe5205158569048818dcD,3.46579029000720475,
0x68577F6cca338d65A8767839A775Fbc646723753,2.129157696102869921,
0xE48079F5a2f1822f1EDfE79be3953c2EaD348828,2.095674709469393968,
0x681ABeD699257e0b9939Ef478587eab17528d29d,1.988219364880746332,
0x6B6c61b3Ddf8932D86Aa9d515b22800c87Ef301a,1.798337518801946054,
0x820b916c357E4090e3863518e66D2c11E2ec4B9e,1.517027694837336583,
0x7CdA0228c95a72089fBdf4183E358fca0abD43FB,1.326125934137955824,
0xbE8cdC2165c0B885A0bC9D5826742937aCeFE1a1,1.219758255332064485,
0x0bEDE91892041B650d1cB7cA296Fee7ece209fd8,0.777709580923002065,
0xA5bf440FC8ca53069F26EcDdf29B9b1b3615580D,0.69717774259150786,
0x2a4D141cB8Cbee33f0970E3b99cceaD1594f25fB,0.569405204583586994,
0x6318715877EBAA86DA2baD82Ad401Ae23f5D2700,0.515606232418186418,
0x3FAFf3b19d2C32E1427BEbdF419f9e0072Fa1630,0.47220744754528813,
0xED19d72bE67332ef1486DB4DaAfA0abB154eEB08,0.418247395861606324,
0x9e34adE6aceBD8EeB9f3162dF0CA29af9f9d5CC6,0.370201012594214524,
0x05f6b29E76f188f650A1Db47736c3723990136bf,0.363995190208144746,
0x75D6EAe4c5338011049E278C1cF63F3Ec2DffF1D,0.350056036904705942,
0x211DDFA547a66aFea148675D5cBcf96e5ceB013d,0.244456796621284888,
0xf893F9FAD21B0601989596c9BE0530C5319CEbbd,0.23557321302252172,
0xbfE628Bba529a34F87dc01181BbeaF36Dd07b39A,0.224634276827353365,
0xe7B2D1263Fbf562581136a97A69fBC99BEAdBCD2,0.211842036417203895,
0x49Df2026f924BeDcB0f6c152651389CcCC067ED4,0.204206670234454828,
0x4d308b4b6Fd309C10c2E3478C2cFc63913360bA1,0.182628698937943022,
0x495929A372C529Fbb62b78f886F7bd59E9d12447,0.178776830700140002,
0x486E3EDFb279483Eb00f9a9636bD7bF713eA3263,0.17319232604784889,
0x58647D52915BeD2026Dcb36C9308360152Ec9493,0.171858846545945908,
