address,balance
0x0b8F4C4E7626A91460dac057eB43e0de59d5b44F,1053.813063677352585471
0x4bf081180272D3d736836eD52977BEaAE02Ad649,67.316873420709669012
0x79b7a69d90c82E014Bf0315e164208119B510FA0,38.274399694136449122
0x0001fC0b945C30389ae805443E38E59a655662d3,25.908815485825282336
0x140D9eCa58B8B9427BfD7a48869C6199e0acdB29,15.182243121772014749
0x32918DBB0Dad6C0E92eBc72F024A61FB8507277E,11.534386633119836262
0x76F36d497b51e48A288f03b4C1d7461e92247d5e,11.312830776823798777
0xD7232a67f45bC804349422c17B1aA8aF9F6330e6,6.378201398123883626
0xDFeFbC7c5F2Ec0313734EcA58bc1Fb17210Bd34b,5.998787307260066615
0x1114C78D5DE672996d812DC2E1a05b5F33EAcDFb,5.437905454869881051
0xc45a5d0b1E9A78b26BE34A3fC73B80aD756f6154,5.39416645991461728
0xBae401D98c797C7955c751eFCb5ceA0DDD548e2D,4.977556996243175146
0xb720c31d4CF1c730f21F6e59AA20FC65BDb7aCF6,4.67977154658172541
0x23583b8104C11F3C2fB30Cee228170FcffAaD0b2,3.978992890555446101
0xA64B6b692049f3CD7C46f6380643c7a02a0D4dAF,3.22623071715137645
0x565C702fE84Ae50a901474eD6A630B7F5F94E58b,3.156668024722549557
0x00bff66fc6DbA9197A86BcF59199333EB5fEd94D,2.927759569430091355
0xD5fF53f48F14e9409B581e41a4cDDFe0E97Dc724,2.807573181106970701
0x77223F67D845E3CbcD9cc19287E24e71F7228888,2.631168409332807557
0x983Edb2c9A31C2549fb8D8b33B5724A85ae99423,2.501941614431251361
0x81A31Af5d27915861Eced7865837599f3A070a2D,2.158002395922183892
0x77ad3a15b78101883AF36aD4A875e17c86AC65d1,2.077302974475341944
0xBce3Bd1E1Cc867d6BE17924E4D53ae1cc147Dc7b,2.070813820950370666
0xB20BC46930C412eAE124aAB8682fb0F2e528F22d,1.827461214688749293
0x0d388658633418e8E51A7CF67c7059F863F053d9,1.546959612529399447
0xd5Cf4a9CAb0F168bAccE07e2c90F7ac107e47D5b,1.270175269894494429
0x8c0cbA07724Ee85E494B70d6CcC7d919805FEeD5,1.256787661138285695
0x678111a6cA5749f1744b5E080A855CEC8d631E20,1.225082118068489707
0x27ACe2849D6E1bE10A3F0274d279c7788646B55e,1.196717014665473917
0xFf66acbE5969f6baCBB4Afc33E1f2C19eF74ca22,1.192720922793360641
0x1d31a643a886abcF4337181FD47CDa769406abc0,0.960189647003675489
0x93a692FE5477902C3cf5F6997c1cf59a3712cED4,0.944770173499888034
0xAc918a59442F7d569409C4DA384B8Eb439bf64E9,0.847060826979713023
0xEA73e4d298C5b4Df2729F27efF9e2d50Ca6F78e0,0.828639198003295379
0x5e59Ac40c4D661E55a97C317A5002bf6D9E7109c,0.799983648473996262
0x6aF006478DbeAc35181EdEa0bF1Cf964e02D0714,0.689195378288059385
0xE15aF41Bc008Cd0E66a2Bf0EB49830623ff49a71,0.679346295617123361
0x2064261a77BE5f2Ba9Bf37DdaD0a992152Af3C70,0.656308245582555361
0x1616eCDd3DC368f4970A93eC32bf12176c9E9Fe5,0.629072080795080199
